year_of_build,description,date,rieltor,district,num_of_rooms,floor_of_flat,sum_of_floors,area_of_flat,PRICE
2006,кирпичный,17.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,4,16.0,6900000
2010,кирпичный,17.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,10,33.0,13490000
1989,кирпичный,17.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,2,44.0,10400000
1977,блочный,17.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,5,30.8,12850000
2022,монолитный,17.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,11,12,44.0,15500000
2010,кирпичный,17.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,12,80.0,35500000
2022,кирпичный,17.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,7,16,37.0,14400000
2022,блочный,17.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,13,54.0,27000000
1970,кирпичный,17.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,5,31.0,14490000
2022,монолитный,17.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,10,35.0,21000000
1991,панельный,16.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,5,59.0,25000000
2015,кирпичный,15.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,13,13,95.7,41900000
2012,кирпичный,15.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,6,53.8,23000000
2023,кирпичный,14.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,12,40.0,15450000
2009,кирпичный,14.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,7,12,104.5,40500000
2023,кирпичный,14.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,16,43.0,18200000
2022,блочный,14.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,18,43.6,20100000
2015,кирпичный,14.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,10,13,106.0,45000000
2022,кирпичный,14.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,9,13,84.0,28500000
2015,монолитный,13.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,9,49.1,23500000
2007,кирпичный,13.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,10,32.0,13500000
2013,кирпичный,13.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,9,64.0,24000000
2016,кирпичный,13.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,2,6,78.0,25500000
1982,кирпичный,13.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,5,60.7,27400000
2010,монолитный,12.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,6,42,84.0,43000000
2022,кирпичный,12.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,12,88.0,40000000
2014,блочный,12.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,9,39.5,17700000
2010,кирпичный,12.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,5,38.0,15500000
1968,кирпичный,11.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,56.0,19500000
2011,кирпичный,10.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,6,33.8,14500000
2008,блочный,10.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,15,75.6,34000000
1962,панельный,10.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,29.8,13000000
2012,кирпичный,08.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,14,42.0,18400000
2021,кирпичный,07.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,16,41.0,14400000
1994,панельный,05.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,49.0,15900000
2018,кирпичный,04.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,6,18.3,7500000
2010,кирпичный,04.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,6,53.6,19400000
2022,кирпичный,04.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,10,68.7,19500000
2012,кирпичный,03.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,9,49.1,22400000
2021,блочный,02.10.23,"Компания ""Этажы"" ",Сарыарка,3.0,7,13,72.0,37500000
1986,панельный,02.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,45.0,23450000
2011,кирпичный,02.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,6,36.0,14000000
2014,панельный,02.10.23,"Компания ""Этажы"" ",Сарыарка,1.0,7,10,36.5,14500000
1970,кирпичный,02.10.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,47.0,17450000
2021,кирпичный,27.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,12,13,67.5,30400000
1979,панельный,27.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,5,46.0,26400000
2009,монолитный,27.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,8,37.0,18000000
1977,кирпичный,27.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,43.0,20500000
2022,кирпичный,27.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,10,37.1,15900000
2015,кирпичный,27.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,12,13,106.0,42500000
2011,кирпичный,27.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,6,36.0,15400000
1970,панельный,27.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,5,48.0,18900000
2004,кирпичный,27.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,68.0,28990000
1986,кирпичный,27.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,35.0,14700000
1987,панельный,27.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,25.0,10000000
2007,блочный,26.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,5,85.0,30000000
2022,блочный,26.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,7,9,74.3,30500000
2016,монолитный,26.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,12,57.4,16900000
2017,монолитный,26.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,12,14,49.3,25400000
1964,панельный,25.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,40.0,16900000
2006,монолитный,24.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,13,16,82.0,40000000
1989,монолитный,23.09.23,"Компания ""Этажы"" ",Сарыарка,4.0,5,5,67.0,19500000
1989,монолитный,23.09.23,"Компания ""Этажы"" ",Сарыарка,4.0,1,5,60.7,21500000
1980,монолитный,23.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,28.7,12400000
2009,монолитный,23.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,10,14,93.0,36900000
2015,монолитный,22.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,12,18,89.5,33000000
2014,кирпичный,22.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,9,99.0,45500000
2010,кирпичный,22.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,12,80.0,28000000
2017,кирпичный,22.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,13,15,35.6,14400000
1966,блочный,22.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,45.0,18400000
2019,кирпичный,22.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,10,45.0,20250000
2010,кирпичный,22.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,33.7,15600000
2022,кирпичный,22.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,12,59.8,19700000
2016,монолитный,22.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,12,70.1,25000000
2015,кирпичный,22.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,9,37.0,15000000
1965,блочный,21.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,32.0,11000000
1963,панельный,21.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,61.0,18000000
2021,кирпичный,21.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,9,36.7,21940000
2015,монолитный,21.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,9,97.0,38400000
2011,кирпичный,20.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,6,51.9,21950000
2010,кирпичный,20.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,53.2,22500000
2017,монолитный,20.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,12,13,51.5,20500000
1991,панельный,19.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,4,53.0,18000000
2010,кирпичный,19.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,54.6,20500000
2022,монолитный,19.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,7,36.0,12200000
2018,кирпичный,19.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,10,55.0,19900000
2013,кирпичный,19.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,9,66.4,28400000
1966,блочный,19.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,5,33.0,13000000
2021,блочный,17.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,5,38.9,14300000
2023,кирпичный,17.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,12,39.0,12500000
2020,блочный,17.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,12,41.0,15950000
2012,кирпичный,16.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,10,16,63.9,26490000
1983,блочный,16.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,5,35.6,15000000
2023,кирпичный,16.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,6,38.0,20000000
2022,монолитный,15.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,7,38.0,13000000
2004,кирпичный,15.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,9,54.5,21500000
1967,панельный,15.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,44.4,13400000
1987,кирпичный,15.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,6,32.0,14900000
1987,панельный,15.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,2,5,55.9,21500000
1980,кирпичный,14.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,18.0,5800000
1970,кирпичный,14.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,46.0,15500000
2013,кирпичный,14.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,10,64.0,24500000
2016,монолитный,13.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,9,59.2,23500000
1967,панельный,13.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,40.9,16500000
2019,кирпичный,13.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,10,40.4,24500000
2010,кирпичный,13.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,5,40.0,15000000
2014,кирпичный,12.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,14,40.6,15500000
2007,монолитный,12.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,13,14,69.4,17000000
2015,кирпичный,09.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,17,55.0,22400000
1982,панельный,09.09.23,"Компания ""Этажы"" ",Сарыарка,4.0,2,5,74.0,25400000
2018,кирпичный,08.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,29.0,11400000
2020,монолитный,08.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,17,22,54.0,20500000
1973,блочный,08.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,59.5,23000000
1970,панельный,08.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,43.7,17450000
1990,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,2,4,51.0,23000000
2022,блочный,07.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,12,18,43.6,19500000
1978,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,45.0,20450000
2017,блочный,07.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,20,49.5,28900000
2010,монолитный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,10,71.0,30400000
1964,блочный,07.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,4,54.5,18450000
1965,блочный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,45.4,13900000
2022,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,12,37.0,14300000
1978,панельный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,44.0,14450000
1965,панельный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,47.7,19000000
2008,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,13,55.0,19000000
2015,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,9,75.0,28400000
2010,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,12,12,54.4,21900000
2013,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,9,41.0,19500000
1988,кирпичный,07.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,60.0,28000000
1984,кирпичный,06.09.23,"Компания ""Этажы"" ",Сарыарка,4.0,3,9,80.0,45000000
2007,монолитный,06.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,9,13,60.0,27000000
2021,блочный,05.09.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,5,39.2,15000000
2009,кирпичный,01.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,9,12,110.0,41000000
2020,блочный,01.09.23,"Компания ""Этажы"" ",Сарыарка,3.0,6,12,70.1,29500000
1976,панельный,01.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,5,52.0,18400000
2020,кирпичный,01.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,10,48.3,25400000
2006,кирпичный,01.09.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,12,44.0,21400000
2023,кирпичный,31.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,12,37.2,13500000
2016,кирпичный,31.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,61.0,24900000
1996,кирпичный,31.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,5,66.0,23900000
1964,панельный,31.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,4,54.3,19000000
2009,кирпичный,30.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,12,39.2,16900000
2012,кирпичный,30.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,6,54.0,22400000
1974,панельный,28.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,60.0,18400000
2022,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,7,12,42.0,23400000
2022,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,12,45.0,20500000
2022,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,11,38.8,20500000
2022,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,11,42.0,18000000
2023,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,12,37.3,13500000
2023,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,12,39.2,12800000
2023,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,12,43.3,15000000
2023,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,12,38.5,16000000
2023,кирпичный,27.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,12,39.2,16000000
2022,кирпичный,26.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,12,42.0,17500000
2017,кирпичный,26.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,7,15,28.0,13490000
1966,блочный,26.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,43.0,15500000
2009,кирпичный,26.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,12,40.0,15000000
1965,панельный,25.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,5,31.0,13900000
1986,кирпичный,25.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,5,34.0,12850000
2017,кирпичный,25.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,5,33.0,13000000
1973,панельный,25.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,5,60.4,20500000
2009,кирпичный,25.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,9,45.0,20500000
2022,кирпичный,24.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,9,12,68.2,32000000
2022,кирпичный,24.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,12,47.1,17500000
2008,кирпичный,23.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,14,14,51.0,20000000
2008,монолитный,23.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,7,14,40.0,17500000
2016,кирпичный,23.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,63.4,24000000
1964,панельный,22.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,4,55.3,20300000
2010,кирпичный,22.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,10,36.1,15500000
2016,монолитный,22.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,14,18,91.8,42790000
2022,кирпичный,19.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,11,13,83.9,26000000
2010,кирпичный,19.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,12,33.4,15400000
1963,кирпичный,19.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,1,5,57.6,30400000
2009,кирпичный,18.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,8,9,71.0,31500000
2017,кирпичный,18.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,15,54.0,24000000
2009,кирпичный,18.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,10,71.0,26000000
2021,монолитный,18.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,12,35.0,15000000
2021,монолитный,18.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,16,37.0,21500000
1974,панельный,17.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,45.0,16500000
1992,панельный,17.08.23,"Компания ""Этажы"" ",Сарыарка,4.0,2,5,82.4,25000000
1975,блочный,16.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,45.0,16400000
2012,кирпичный,13.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,6,38.9,9200000
2007,блочный,12.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,47.8,18100000
2011,кирпичный,12.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,5,6,38.0,15500000
2013,кирпичный,12.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,12,54.0,19500000
1978,панельный,12.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,1,5,60.0,20400000
2011,кирпичный,11.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,10,78.0,30000000
2015,кирпичный,11.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,11,13,46.0,18000000
2015,кирпичный,10.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,6,13,103.0,38400000
2007,кирпичный,10.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,9,113.8,47000000
2014,кирпичный,09.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,9,50.0,22000000
2010,кирпичный,08.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,9,9,36.0,14900000
1966,блочный,08.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,2,5,56.0,22500000
2006,монолитный,08.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,9,79.0,35000000
2011,кирпичный,08.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,6,54.0,21500000
2004,блочный,08.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,9,70.0,33000000
2009,монолитный,07.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,18,55.6,17400000
2010,кирпичный,06.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,9,50.0,20450000
2016,монолитный,06.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,12,57.6,24900000
1980,панельный,05.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,60.0,19500000
1997,кирпичный,05.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,5,111.0,45450000
2017,кирпичный,05.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,6,56.2,16700000
2022,кирпичный,04.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,2,9,43.0,21500000
1967,панельный,04.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,5,55.7,18500000
2016,кирпичный,04.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,9,65.0,25500000
2010,монолитный,04.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,12,64.0,22500000
1985,блочный,04.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,50.1,20000000
1972,кирпичный,04.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,43.3,13990000
2011,кирпичный,03.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,10,54.0,19400000
2008,кирпичный,02.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,11,75.9,30400000
2006,кирпичный,02.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,12,50.0,26000000
2000,монолитный,02.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,92.0,37000000
1979,кирпичный,02.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,5,59.2,27000000
2011,кирпичный,02.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,10,68.0,33000000
2010,кирпичный,01.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,5,38.0,14500000
1965,панельный,01.08.23,"Компания ""Этажы"" ",Сарыарка,3.0,1,5,60.0,17000000
2010,монолитный,01.08.23,"Компания ""Этажы"" ",Сарыарка,1.0,11,13,38.0,17600000
2020,кирпичный,01.08.23,"Компания ""Этажы"" ",Сарыарка,2.0,11,22,84.0,28500000
1969,панельный,30.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,5,45.0,20400000
2021,кирпичный,30.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,12,12,72.0,22500000
2021,блочный,30.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,13,72.0,35000000
2009,монолитный,30.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,10,93.4,41000000
2022,кирпичный,29.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,11,12,39.7,21400000
2008,кирпичный,29.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,14,18,39.5,16500000
2010,кирпичный,28.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,6,53.2,21000000
2021,кирпичный,28.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,9,41.2,17400000
1964,панельный,28.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,45.0,13800000
1982,кирпичный,28.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,5,61.7,22500000
2022,кирпичный,27.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,7,12,43.0,18400000
2021,кирпичный,27.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,7,16,38.0,16400000
2012,кирпичный,27.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,9,14,64.8,22500000
2007,монолитный,27.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,12,53.4,21900000
2014,кирпичный,27.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,9,50.3,21500000
2011,кирпичный,25.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,6,36.8,14400000
2010,монолитный,25.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,6,12,65.0,25500000
2013,кирпичный,25.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,6,55.0,23000000
1998,кирпичный,23.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,9,9,124.3,46000000
1966,кирпичный,21.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,4,45.6,13600000
2009,монолитный,21.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,11,16,96.0,35500000
2009,кирпичный,21.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,4,28.0,8900000
1972,кирпичный,20.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,45.0,16400000
2011,кирпичный,20.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,10,66.1,30500000
2009,кирпичный,20.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,6,9,91.0,32990000
2015,монолитный,19.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,16,18,91.5,40000000
2022,кирпичный,19.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,8,14,50.8,20950000
2012,кирпичный,19.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,3,16,100.0,34000000
2008,кирпичный,19.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,13,13,52.9,20000000
1968,кирпичный,18.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,61.6,19900000
1984,панельный,16.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,1,5,50.0,12000000
2009,кирпичный,15.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,10,66.0,30000000
1998,блочный,15.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,7,9,80.0,32000000
1969,панельный,14.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,46.0,14400000
2016,кирпичный,14.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,2,6,59.0,22000000
2022,кирпичный,13.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,3,12,37.36,13200000
2014,кирпичный,13.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,8,12,37.0,15500000
2022,кирпичный,12.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,6,12,56.6,28900000
1991,панельный,12.07.23,"Компания ""Этажы"" ",Сарыарка,4.0,2,5,74.0,35400000
2020,кирпичный,12.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,9,37.0,15500000
1965,панельный,12.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,4,5,61.2,25500000
1965,панельный,12.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,44.4,21000000
2008,кирпичный,12.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,10,18,37.0,17000000
1975,кирпичный,12.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,1,5,17.0,7500000
1965,панельный,11.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,2,5,58.0,18950000
1969,кирпичный,11.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,3,5,42.0,16400000
2017,кирпичный,11.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,4,11,47.3,25000000
2021,блочный,11.07.23,"Компания ""Этажы"" ",Сарыарка,3.0,5,12,78.3,29900000
2007,кирпичный,09.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,5,56.6,16000000
2016,монолитный,08.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,5,12,58.4,22500000
2011,кирпичный,08.07.23,"Компания ""Этажы"" ",Сарыарка,1.0,6,10,35.2,16400000
2012,монолитный,08.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,12,14,50.0,21900000
1978,кирпичный,06.07.23,"Компания ""Этажы"" ",Сарыарка,2.0,4,5,46.0,21490000
